1451606400,11313534953
1451606400,12460277324
1451606400,8174285381
1451606401,8157518522
1451606401,8464317339
1451606402,6946331253
1451606403,6794018492
1451606403,6795371912
1451606403,7828927728
1451606403,8010180698
1451606403,8023713263
1451606403,8232836107
1451606404,10977155266
1451606404,11180583568
1451606404,11410963214
1451606404,6735222060
1451606404,6769257356
1451606404,6921455969
1451606404,6932953975
1451606405,8066612328
1451606405,8288329561
1451606406,6905860537
1451606406,6989585249
1451606406,7006751218
1451606406,8291185761
1451606406,8529440156
1451606407,7992349422
1451606408,6708858298
1451606408,6946331253
1451606408,8215478811
1451606409,10988757539
1451606409,11475658530
1451606410,11146459820
1451606410,11405739244
1451606410,7470660522
1451606411,8399653728
1451606412,11118467181
1451606412,8067332032
1451606412,8290351386
1451606412,8464317339
1451606413,8023713263
1451606413,8103385264
1451606414,11365622318
1451606414,6946331253
1451606414,8529440156
1451606415,10922483984
1451606415,11180583568
1451606415,8215478811
1451606416,11326337316
1451606416,6769257356
1451606416,8040674818
1451606416,8389043034
1451606417,10988757539
1451606418,11313534953
1451606418,6863606100
1451606418,6907712339
1451606418,6989585249
1451606420,11188826469
1451606420,6946331253
1451606420,8290351386
1451606421,6678808850
1451606421,6703874241
1451606421,8215478811
1451606421,8331605136
1451606421,8464317339
1451606422,8040674818
1451606422,8529440156
1451606423,10977155266
1451606424,6989585249
1451606425,6912998535
1451606425,7470660522
1451606425,8066612328
1451606426,12834579154
1451606426,6946331253
1451606427,11020614041
1451606427,11180583568
1451606427,6769257356
1451606427,8023713263
1451606427,8174285381
1451606427,8203822897
1451606428,7828927728
1451606428,8232836107
1451606428,8290351386
1451606429,10812548489
1451606429,6882965881
1451606429,6921455969
1451606429,8138969640
1451606429,8456025213
1451606430,8215478811
1451606430,8288022043
1451606430,8339422303
1451606430,8529440156
1451606431,10988757539
1451606431,11475658530
1451606432,8482310084
1451606433,8464317339
1451606434,11326337316
1451606435,10977155266
1451606435,11522818044
1451606435,6882965881
1451606435,6907712339
1451606435,6932953975
1451606435,7886334721
1451606435,8063954855
1451606435,8290351386
1451606435,8331605136
1451606435,8583605283
1451606436,11118467181
1451606438,10988757539
1451606438,11405739244
1451606439,11178389250
1451606439,11180583568
1451606439,6946331253
1451606439,8215478811
1451606440,6769257356
1451606440,6946331253
1451606440,8288022043
1451606440,8529440156
1451606442,8103385264
1451606442,8464317339
1451606445,11188826469
1451606446,10988757539
1451606446,8529440156
1451606447,6989585249
1451606447,8215478811
1451606448,11405739244
1451606448,6921455969
1451606448,7006751218
1451606448,8290351386
1451606449,11020614041
1451606449,11118467181
1451606449,6703874241
1451606449,8040674818
1451606449,8203822897
1451606450,10982028421
1451606450,11180583568
1451606450,7828927728
1451606450,8288022043
1451606451,8464317339
1451606452,6795371912
1451606453,10977155266
1451606453,8023713263
1451606454,6932953975
1451606454,8215478811
1451606455,10988757539
1451606455,6834646806
1451606455,6946331253
1451606455,8291185761
1451606455,8339422303
1451606456,11326337316
1451606456,8040674818
1451606456,8488166962
1451606457,11118467181
1451606457,8067332032
1451606458,8288022043
1451606458,8494316240
1451606459,11180583568
1451606459,12460277324
1451606459,6912998535
1451606459,8464317339
1451606461,11530435227
1451606462,10977155266
1451606462,6962112984
1451606462,6969498891
1451606462,7470660522
1451606462,8215478811
1451606462,8290351386
1451606462,8482310084
1451606463,12678333237
1451606464,10988757539
1451606464,11405739244
1451606464,12769746331
1451606464,6769257356
1451606464,6969498891
1451606464,8010180698
1451606464,8138969640
1451606464,8288022043
1451606465,6907712339
1451606466,10982028421
1451606466,8366591539
1451606466,8464317339
1451606467,11188826469
1451606467,11475658530
1451606467,8103385264
1451606467,8494316240
1451606468,6795371912
1451606469,8331605136
1451606470,10988757539
1451606470,6852748517
1451606471,11180583568
1451606471,11530435227
1451606471,8215478811
1451606471,8288022043
1451606473,6795371912
1451606473,6921455969
1451606473,8232836107
1451606473,8583605283
1451606474,11405739244
1451606474,6946331253
1451606474,8425521456
1451606475,11178389250
1451606476,10977155266
1451606476,12460277324
1451606476,6946331253
1451606477,6829806740
1451606477,6852748517
1451606477,7470660522
1451606477,8215478811
1451606479,8389043034
1451606480,8103385264
1451606481,11530435227
1451606481,6946331253
1451606481,8288022043
1451606482,11118467181
1451606482,8023713263
1451606483,10988757539
1451606483,11180583568
1451606483,11326337316
1451606483,8010180698
1451606484,8288329561
1451606484,8463317106
1451606485,10982028421
1451606485,8215478811
1451606486,8470945084
1451606487,11026751249
1451606487,6795371912
1451606487,6946331253
1451606487,8290351386
1451606488,6852748517
1451606488,8288022043
1451606489,6905860537
1451606489,8331605136
1451606490,10988757539
1451606490,11530435227
1451606490,12440773467
1451606490,6794018492
1451606490,6921455969
1451606490,8272594087
1451606491,11410963214
1451606491,8174285381
1451606492,11405739244
1451606492,11475658530
1451606494,11180583568
1451606494,6703874241
1451606494,6946331253
1451606494,8067332032
1451606494,8215478811
1451606494,8283329223
1451606496,12460277324
1451606496,8103385264
1451606497,6946331253
1451606497,8382379506
1451606498,10918696394
1451606498,6795371912
1451606498,6852748517
1451606498,7470660522
1451606498,8339422303
1451606499,10988757539
1451606499,8438876644
1451606500,11326337316
1451606500,11530435227
1451606500,8288022043
1451606500,8494316240
1451606500,8583605283
1451606501,8040674818
1451606502,11180583568
1451606502,8215478811
1451606503,11020614041
1451606503,7886334721
1451606503,8425521456
1451606504,10988757539
1451606504,6905860537
1451606504,8023713263
1451606505,6946331253
1451606505,8018319955
1451606505,8488166962
1451606505,8589506803
1451606506,6852748517
1451606507,6708858298
1451606508,8040674818
1451606508,8215478811
1451606508,8288022043
1451606509,8216983150
1451606510,11479927887
1451606510,6795371912
1451606510,6863606100
1451606510,8103385264
1451606511,6470742243
1451606512,11530435227
1451606512,12460277324
1451606513,11180583568
1451606513,8174285381
1451606514,8288022043
1451606514,8388688832
1451606515,10988757539
1451606515,6946331253
1451606515,8215478811
1451606515,8331605136
1451606515,8456025213
1451606516,11128715599
1451606516,6967021370
1451606517,11178389250
1451606517,11326337316
1451606517,6852748517
1451606517,6905860537
1451606517,6912998535
1451606517,8040674818
1451606518,10982028421
1451606518,8216983150
1451606519,6683784826
1451606519,8023713263
1451606519,8067332032
1451606520,6834646806
1451606520,6946331253
1451606520,8288022043
1451606521,10988757539
1451606521,6882965881
1451606521,8215478811
1451606521,8388688832
1451606522,11410963214
1451606522,11530435227
1451606522,6829806740
1451606522,8040674818
1451606522,8464317339
1451606523,6470742243
1451606523,6946331253
1451606523,8010180698
1451606523,8103385264
1451606523,8470945084
1451606524,11025991422
1451606524,11180583568
1451606525,10812548489
1451606525,11494098078
1451606525,6683784826
1451606525,6905860537
1451606525,7470660522
1451606525,8040674818
1451606525,8438876644
1451606526,8216983150
1451606527,7838910827
1451606527,8290351386
1451606527,8388688832
1451606528,11530435227
1451606529,6852748517
1451606529,8203822897
1451606530,11128715599
1451606531,10988757539
1451606531,6703874241
1451606531,8331605136
1451606532,12460277324
1451606532,8216983150
1451606532,8456025213
1451606533,8040674818
1451606533,8215478811
1451606533,8388688832
1451606534,6912998535
1451606534,7848243115
1451606535,11180583568
1451606535,11479927887
1451606535,6946331253
1451606535,8157800603
1451606535,8288022043
1451606536,11020614041
1451606536,11530435227
1451606536,7886334721
1451606536,8151995115
1451606537,6921455969
1451606537,7470660522
1451606537,8066612328
1451606537,8103385264
1451606537,8425521456
1451606538,10982028421
1451606538,10988757539
1451606538,6708858298
1451606538,6905860537
1451606538,6967021370
1451606538,7006751218
1451606538,8067332032
1451606539,11405739244
1451606539,6882965881
1451606539,8232836107
1451606540,11165871832
1451606540,11410963214
1451606540,7848243115
1451606540,8262070797
1451606540,8339422303
1451606540,8364641404
1451606541,10977155266
1451606541,11457782594
1451606541,8366591539
1451606542,11020614041
1451606542,8216983150
1451606543,11128715599
1451606543,11188826469
1451606543,11530435227
1451606543,6795371912
1451606543,6969498891
1451606543,8040674818
1451606543,8215478811
1451606543,8288022043
1451606543,8482310084
1451606544,6683784826
1451606544,8388688832
1451606545,11180583568
1451606545,6946331253
1451606547,10988757539
1451606547,11020614041
1451606547,12460277324
1451606547,6945538925
1451606547,8366591539
1451606548,11364739594
1451606548,6905860537
1451606548,8151995115
